MONTH,DAY,TRANSACTION_ID,TRANSACTION_AMT,QTY,PRICE,ITEM,ITEM_ID,BRAND,BRAND_ID
M2,5,T4156,24,2,12,DIAPERS       (8/93),32,UNICHARM INDIA PVT LTD,324
M2,22,T4157,42.75,2,2,CONFECTIONERY - TOFFEE/HBC,29,PARLE PRODS,234
M2,22,T4157,42.75,1,38.75,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,22,T4158,60,1,60,SPICES (03/04),69,KPRA FOODS PVT LTD,172
M3,5,T4158,1129,1,155,SKIN CREAMS,67,HIMALAYA DRUG,132
M3,5,T4158,1129,1,195,BEVERAGES,11,MONDELEZ INTERNATIONAL,207
M3,5,T4158,1129,1,140,KETCHUPS/SAUCES,42,NESTLE INDIA,221
M3,5,T4158,1129,1,19,ALL IODISED SALT,4,TATA CHEM,316
M3,5,T4158,1129,4,100,PACKAGED TEA,53,GIRNAR FOOD & BEVER,104
M3,5,T4158,1129,1,220,BUTTER MARGR  (4/94),15,G C M M F,91
M1,4,T416,109.8,1,95,CLEANERS - FLOOR,19,S C JOHNSON,278
M1,4,T416,109.8,1,9.8,BISCUITS - CORE & NON CORE,12,GENERAL MILLS,101
M1,4,T416,109.8,1,5,CONFECTIONERY - TOFFEE/HBC,29,PERFETTI VAN MELLE,242
M1,18,T416,10,1,10,SALTY SNACKS (2/97),61,VENKATARAMAN FOOD PROD,337
M1,29,T416,168,1,118,CHEESE        (4/94),16,G C M M F,91
M1,29,T416,168,2,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M1,29,T416,168,2,15,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,5,T4161,40,1,30,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,5,T4161,40,1,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M2,22,T4161,26,2,8,ANTACIDS,5,GLAXO SMITHKLINE,106
M2,22,T4161,26,1,10,SPICES (03/04),69,TATA CHEM,316
M2,22,T4164,10,1,10,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M2,22,T4165,26,2,13,BATTERIES,10,EVEREADY INDS,84
M3,5,T4165,46,1,46,BUTTER MARGR  (4/94),15,G C M M F,91
M2,22,T4166,20,1,10,BISCUITS - CORE & NON CORE,12,PATANJALI AYURVED LTD,236
M2,22,T4166,20,2,5,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,22,T4168,10,1,10,SPICES (03/04),69,AACHI MASALA FOODS PVT LTD,4
M1,18,T417,60,1,20,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M1,18,T417,60,1,40,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M1,31,T417,365,1,250,WASHING POWDERS/LIQUIDS,80,PROCTER & GAMBLE,253
M1,31,T417,365,1,115,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M1,29,T417,217,1,217,PACKAGED PURE GHEE,51,G C M M F,91
M2,5,T4170,50,5,10,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M3,6,T4170,210,1,40,SALTY SNACKS (2/97),61,CAVINKARE,55
M3,6,T4170,210,1,170,CLEANERS - TOILET,21,HINDUSTAN UNILEVER LIMITED,133
M2,22,T4171,9.5,2,4.75,SHAMPOO - BY SEGMENTS,64,HINDUSTAN UNILEVER LIMITED,133
M3,6,T4171,295,1,35,SPICES (03/04),69,S NARENDRA KUMAR,281
M3,6,T4171,295,2,130,COFFEE,24,NESTLE INDIA,221
M2,22,T4172,125,1,125,CHEESE        (4/94),16,PARAG MILK FOODS PVT. LTD.,230
M2,22,T4173,20,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,22,T4173,20,1,10,BISCUITS - CORE & NON CORE,12,MONDELEZ INTERNATIONAL,207
M2,5,T4174,12,1,12,DIAPERS       (8/93),32,UNICHARM INDIA PVT LTD,324
M2,22,T4174,55,1,9.5,SPICES (03/04),69,S NARENDRA KUMAR,281
M2,22,T4174,55,1,10,SPICES (03/04),69,S NARENDRA KUMAR,281
M2,22,T4174,55,1,10,SPICES (03/04),69,S NARENDRA KUMAR,281
M2,22,T4174,55,1,25.5,SPICES (03/04),69,S NARENDRA KUMAR,281
M2,22,T4175,25,1,25,SPICES (03/04),69,S NARENDRA KUMAR,281
M3,6,T4175,20,1,20,ALL IODISED SALT,4,TATA CHEM,316
M2,22,T4176,10,10,1,SHAMPOO - BY SEGMENTS,64,DABUR,66
M2,22,T4177,42,1,42,PACKAGED ATTA (1/95),50,SHREE BHAGWATI FLOUR,298
M2,22,T4178,30,2,5,CLEANERS - UTENSIL,22,HINDUSTAN UNILEVER LIMITED,133
M2,22,T4178,30,4,5,DETERGENT CAKES/BARS,31,HINDUSTAN UNILEVER LIMITED,133
M2,22,T4179,352,1,114,WASHING POWDERS/LIQUIDS,80,PROCTER & GAMBLE,253
M2,22,T4179,352,2,119,REFINED EDIBLE OILS-ALL PACKS,58,ADANI WILMAR,6
M1,4,T418,40,4,10,DIAPERS       (8/93),32,UNICHARM INDIA PVT LTD,324
M1,25,T418,352,2,176,MILK POWDERS,45,NESTLE INDIA,221
M1,18,T418,262,1,118,CHEESE        (4/94),16,G C M M F,91
M1,18,T418,262,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M1,18,T418,262,2,12,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M1,18,T418,262,1,110,CHEESE        (4/94),16,G C M M F,91
M2,1,T418,331,1,29,LIQUID TOILET SOAPS  (8/93),43,RECKITT BENCKISER,267
M2,1,T418,331,2,106,PACKAGED TEA,53,GIRNAR FOOD & BEVER,104
M2,1,T418,331,1,50,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M2,1,T418,331,1,40,CLEANERS - UTENSIL,22,PITAMBARI PRODS,245
M2,6,T4181,419,1,174,TOOTH PASTES,75,HINDUSTAN UNILEVER LIMITED,133
M2,6,T4181,419,1,125,KETCHUPS/SAUCES,42,HINDUSTAN UNILEVER LIMITED,133
M2,6,T4181,419,1,120,HAIR OILS PKTP(8/02),38,BAJAJ CORP LTD.,35
M2,22,T4181,67,1,67,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M3,6,T4183,60,1,40,PACKAGED ATTA (1/95),50,PARAKH AGRO IND,231
M3,6,T4183,60,2,10,SPICES (03/04),69,CAPITAL FOODS,52
M2,22,T4184,18.5,1,18.5,ALL IODISED SALT,4,TATA CHEM,316
M2,22,T4185,22.5,1,22.5,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M2,22,T4186,40,1,40,TOILET SOAPS (04/00),73,HINDUSTAN UNILEVER LIMITED,133
M3,6,T4186,15,1,15,BREAKFAST CEREALS,14,MARICO INDS,199
M2,22,T4187,9.5,1,9.5,BISCUITS - CORE & NON CORE,12,I T C,136
M2,22,T4189,119.5,1,95,REFINED EDIBLE OILS-ALL PACKS,58,LIBERTY OIL MILLS,179
M2,22,T4189,119.5,1,24.5,TOILET SOAPS (04/00),73,WIPRO CONS PRODS,349
M3,6,T4189,20,2,10,READY TO EAT,57,AGRO TECH FOODS,12
M1,25,T419,780,6,130,PACKAGED TEA,53,HASMUKHRAI & CO,124
M1,18,T419,60,2,30,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,22,T4190,7,1,3,SHAMPOO - BY SEGMENTS,64,L'OREAL INDIA,181
M2,22,T4190,7,1,4,HAIR CONDITIONERS,36,L'OREAL INDIA,181
M2,23,T4192,22,1,22,PACKAGED ATTA (1/95),50,SHREE BHAGWATI FLOUR,298
M2,23,T4193,10,1,10,TOOTH PASTES,75,COLGATE-PALMOLIVE,61
M2,23,T4194,10,1,10,SPICES (03/04),69,S NARENDRA KUMAR,281
M3,7,T4194,45,1,15,SCOURING PADS/SCRUBS,63,3M INDIA LTD,1
M3,7,T4194,45,2,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,7,T4194,45,1,10,CLEANERS - UTENSIL,22,HINDUSTAN UNILEVER LIMITED,133
M2,23,T4195,11.75,1,11.75,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M3,7,T4196,532,1,97,KETCHUPS/SAUCES,42,NESTLE INDIA,221
M3,7,T4196,532,2,42,BREAKFAST CEREALS,14,PEPSICO INDIA,241
M3,7,T4196,532,2,108,PACKAGED TEA,53,TATA GLOBAL BEVERAGES LTD,317
M3,7,T4196,532,1,70,SPICES (03/04),69,APRICOT FOOD PVT LTD,23
M3,7,T4196,532,1,65,SPICES (03/04),69,M MOTILAL MASALAWALA,187
M3,7,T4197,500,5,52,PACKAGED ATTA (1/95),50,I T C,136
M3,7,T4197,500,4,10,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M3,7,T4197,500,1,200,REFINED EDIBLE OILS-ALL PACKS,58,MARICO INDS,199
M3,28,T4199,10,1,5,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,28,T4199,10,1,5,BISCUITS - CORE & NON CORE,12,I T C,136
M1,3,T42,50,3,10,SALTY SNACKS (2/97),61,BALAJI WAFERS P L,38
M1,3,T42,50,2,10,SALTY SNACKS (2/97),61,S M FOODS,280
M1,2,T42,181.5,1,62,TOILET SOAPS (04/00),73,GODREJ CONSUMER PRODS,110
M1,2,T42,181.5,1,9.5,SCOURING PADS/SCRUBS,63,3M INDIA LTD,1
M1,2,T42,181.5,1,9.5,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M1,2,T42,181.5,6,4.75,CLEANERS - UTENSIL,22,HINDUSTAN UNILEVER LIMITED,133
M1,2,T42,181.5,1,72,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M1,3,T42,337,1,35,ALL IODISED SALT,4,TATA CHEM,316
M1,3,T42,337,1,122,PACKAGED RICE (1/95),52,KRBL LTD,173
M1,3,T42,337,3,60,PACKAGED ATTA (1/95),50,UNITED TRADING CORPORATION,328
M1,26,T420,163,1,163,CLEANERS - FLOOR,19,SUNNY HOME CARE PVT LTD,307
M1,18,T420,154,1,108,PACKAGED TEA,53,GIRNAR FOOD & BEVER,104
M1,18,T420,154,1,46,BUTTER MARGR  (4/94),15,G C M M F,91
M2,1,T420,180,3,10,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M2,1,T420,180,5,30,SCOURING PADS/SCRUBS,63,3M INDIA LTD,1
M2,23,T4200,54,1,34,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,23,T4200,54,1,20,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,28,T4201,270,1,270,BEVERAGES,11,HEINZ,126
M2,23,T4202,10,1,10,SPICES (03/04),69,S NARENDRA KUMAR,281
M3,28,T4202,10,1,10,BISCUITS - CORE & NON CORE,12,MONDELEZ INTERNATIONAL,207
M2,23,T4203,15,1,15,PRE-POST WASH PRODUCTS,55,RECKITT BENCKISER,267
M3,28,T4203,90,1,90,TOOTH PASTES,75,PATANJALI AYURVED LTD,236
M2,23,T4204,147,1,100,REFINED EDIBLE OILS-ALL PACKS,58,ADANI WILMAR,6
M2,23,T4204,147,1,37,HAIR DYES     (1/76),37,L'OREAL INDIA,181
M2,23,T4204,147,1,10,PACKAGED ATTA (1/95),50,SHRI BHAGAWATI FOODS,300
M3,28,T4204,72,1,12,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M3,28,T4204,72,1,60,TWIN BLADES,77,PROCTER & GAMBLE,253
M2,6,T4205,9.8,1,9.8,BREAKFAST CEREALS,14,KELLOGG'S INDIA,166
M3,28,T4205,10,1,10,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M3,28,T4206,110,1,55,SKIN CREAMS,67,RSH GLOBAL PVT LTD,272
M3,28,T4206,110,1,55,SKIN CREAMS,67,RSH GLOBAL PVT LTD,272
M3,7,T4206,1280,1,0,REFINED EDIBLE OILS-ALL PACKS,58,MARICO INDS,199
M3,7,T4206,1280,1,825,REFINED EDIBLE OILS-ALL PACKS,58,MARICO INDS,199
M3,7,T4206,1280,1,455,WASHING POWDERS/LIQUIDS,80,PROCTER & GAMBLE,253
M3,28,T4207,5,1,5,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M2,23,T4208,47,1,10,SPICES (03/04),69,PRAVIN MASALEWALE,249
M2,23,T4208,47,1,37,HAIR DYES     (1/76),37,L'OREAL INDIA,181
M3,28,T4209,20,4,5,CHOCOLATE,17,SURYA PROCESSED FOOD (P) LTD,312
M1,4,T421,10,1,10,CONFECTIONERY - TOFFEE/HBC,29,U FOODS INDIA PVT LTD,321
M1,18,T421,20,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M1,18,T421,20,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,7,T421,18.5,1,18.5,ALL IODISED SALT,4,TATA CHEM,316
M2,1,T421,130,1,130,TOOTH PASTES,75,COLGATE-PALMOLIVE,61
M2,23,T4210,102,2,51,WASHING POWDERS/LIQUIDS,80,HINDUSTAN UNILEVER LIMITED,133
M3,28,T4211,22,22,1,SHAMPOO - BY SEGMENTS,64,HINDUSTAN UNILEVER LIMITED,133
M2,23,T4212,46.5,1,24,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M2,23,T4212,46.5,1,22.5,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M3,28,T4212,30,1,30,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,23,T4213,10,1,10,SPICES (03/04),69,PRAVIN MASALEWALE,249
M3,28,T4213,53,1,13,VERMICELLI & NOODLE,79,HINDUSTAN UNILEVER LIMITED,133
M3,28,T4213,53,1,40,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,6,T4214,30,1,20,CHOCOLATE,17,MARS INTERNATIONAL INDIA P LTD,200
M2,6,T4214,30,2,5,SQSH CRDLS & SFT DRNK-CONVERTD,70,MONDELEZ INTERNATIONAL,207
M2,23,T4214,106,1,106,REFINED EDIBLE OILS-ALL PACKS,58,CARGILL FOODS,53
M3,28,T4214,58,2,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,28,T4214,58,1,8,SKIN CREAMS,67,HINDUSTAN UNILEVER LIMITED,133
M3,28,T4214,58,1,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M3,28,T4214,58,2,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,23,T4215,50,2,22.5,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M2,23,T4215,50,1,5,SALTY SNACKS (2/97),61,VENKATARAMAN FOOD PROD,337
M3,28,T4215,32,1,32,SKIN CREAMS,67,ZYDUS WELLNESS LTD,354
M3,28,T4216,20,1,10,BISCUITS - CORE & NON CORE,12,MONDELEZ INTERNATIONAL,207
M3,28,T4216,20,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,7,T4216,145,2,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,7,T4216,145,1,25,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,7,T4216,145,1,30,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,7,T4216,145,1,70,BISCUITS - CORE & NON CORE,12,PRIMLAKS,252
M2,23,T4217,10,1,10,SALTY SNACKS (2/97),61,CHEDDA SPECIALITY FOODS LTD,57
M2,23,T4218,127,1,25,VANASPATI CONS PACK (8/94),78,RUCHI SOYA INDS,277
M2,23,T4218,127,1,102,REFINED EDIBLE OILS-ALL PACKS,58,ADANI WILMAR,6
M3,28,T4218,131,1,46,BUTTER MARGR  (4/94),15,G C M M F,91
M3,28,T4218,131,1,85,SKIN CREAMS,67,L'OREAL INDIA,181
M2,23,T4219,72,2,10,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M2,23,T4219,72,1,22,PACKAGED ATTA (1/95),50,SHREE BHAGWATI FLOUR,298
M2,23,T4219,72,2,10,SPICES (03/04),69,AACHI MASALA FOODS PVT LTD,4
M2,23,T4219,72,1,10,SPICES (03/04),69,S NARENDRA KUMAR,281
M3,28,T4219,40,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,28,T4219,40,1,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,28,T4219,40,2,10,VERMICELLI & NOODLE,79,FIELDFRESH FOODS PRIVATE LTD,88
M1,9,T422,373,1,199,COCONUT OIL PKTYP (08/02),23,MARICO INDS,199
M1,9,T422,373,1,164,TOOTH PASTES,75,HINDUSTAN UNILEVER LIMITED,133
M1,9,T422,373,1,10,BISCUITS - CORE & NON CORE,12,PATANJALI AYURVED LTD,236
M1,7,T422,70,3,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M1,7,T422,70,4,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,1,T422,484,2,38,COCONUT OIL PKTYP (08/02),23,MARICO INDS,199
M2,1,T422,484,2,9.5,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,1,T422,484,6,39,TOILET SOAPS (04/00),73,HINDUSTAN UNILEVER LIMITED,133
M2,1,T422,484,1,106,PACKAGED TEA,53,GIRNAR FOOD & BEVER,104
M2,1,T422,484,1,49,WASHING POWDERS/LIQUIDS,80,PROCTER & GAMBLE,253
M2,6,T4220,167.1,1,44.1,KETCHUPS/SAUCES,42,SAMS FOODS,288
M2,6,T4220,167.1,1,123,KETCHUPS/SAUCES,42,HINDUSTAN UNILEVER LIMITED,133
M2,23,T4220,113.25,1,5,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,23,T4220,113.25,1,9.5,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,23,T4220,113.25,1,9.75,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,23,T4220,113.25,1,89,CLEANERS - FLOOR,19,R S INDUSTRIES,257
M3,28,T4220,133,1,93,CLEANERS - FLOOR,19,RECKITT BENCKISER,267
M3,28,T4220,133,1,40,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,6,T4221,50,5,10,CLEANERS - UTENSIL,22,HINDUSTAN UNILEVER LIMITED,133
M2,23,T4221,34,1,34,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M3,28,T4221,50,2,10,BISCUITS - CORE & NON CORE,12,MONDELEZ INTERNATIONAL,207
M3,28,T4221,50,1,30,BISCUITS - CORE & NON CORE,12,I T C,136
M2,23,T4222,46,1,46,BUTTER MARGR  (4/94),15,G C M M F,91
M3,28,T4222,32,1,12,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M3,28,T4222,32,2,5,CHOCOLATE,17,SURYA PROCESSED FOOD (P) LTD,312
M3,28,T4222,32,1,10,SALTY SNACKS (2/97),61,PEPSICO INDIA,241
M2,23,T4223,27,1,27,VERMICELLI & NOODLE,79,S S UDYOG,284
M3,28,T4223,78,1,78,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M3,28,T4224,58,2,10,SPICES (03/04),69,CAPITAL FOODS,52
M3,28,T4224,58,2,5,VERMICELLI & NOODLE,79,I T C,136
M3,28,T4224,58,1,28,PRE-POST WASH PRODUCTS,55,HINDUSTAN UNILEVER LIMITED,133
M2,23,T4225,78,4,19.5,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,23,T4226,9.5,1,9.5,SPICES (03/04),69,S NARENDRA KUMAR,281
M3,28,T4226,20,1,20,COCONUT OIL PKTYP (08/02),23,MARICO INDS,199
M2,23,T4227,10,1,10,SPICES (03/04),69,S NARENDRA KUMAR,281
M3,28,T4227,28,1,28,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,23,T4228,206,2,1,SHAMPOO - BY SEGMENTS,64,DABUR,66
M2,23,T4228,206,2,102,REFINED EDIBLE OILS-ALL PACKS,58,ADANI WILMAR,6
M2,6,T4229,476,1,70,JAMS/JELLY/MARMALADES-CTG,41,HINDUSTAN UNILEVER LIMITED,133
M2,6,T4229,476,1,99,READY TO EAT,57,M T R FOOD PRODS,188
M2,6,T4229,476,1,125,KETCHUPS/SAUCES,42,HINDUSTAN UNILEVER LIMITED,133
M2,6,T4229,476,1,20,KETCHUPS/SAUCES,42,CAPITAL FOODS,52
M2,6,T4229,476,1,20,KETCHUPS/SAUCES,42,CAPITAL FOODS,52
M2,6,T4229,476,1,20,KETCHUPS/SAUCES,42,CAPITAL FOODS,52
M2,6,T4229,476,1,30,SPICES (03/04),69,DHARAMPAL SATYAPAL,73
M2,6,T4229,476,1,27,SPICES (03/04),69,S NARENDRA KUMAR,281
M2,6,T4229,476,3,5,VERMICELLI & NOODLE,79,I T C,136
M2,6,T4229,476,2,25,VERMICELLI & NOODLE,79,CAPITAL FOODS,52
M2,23,T4229,10,2,5,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M3,28,T4229,310,1,310,CHYAVANPRASH,18,BAIDYANATH,33
M3,8,T4229,220,1,220,BUTTER MARGR  (4/94),15,G C M M F,91
M1,19,T423,210,1,30,BEVERAGES,11,MONDELEZ INTERNATIONAL,207
M1,19,T423,210,2,12,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M1,19,T423,210,1,78,SANITARY NAPKINS,62,PROCTER & GAMBLE,253
M1,19,T423,210,2,39,SANITARY NAPKINS,62,PROCTER & GAMBLE,253
M2,1,T423,242,2,19,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M2,1,T423,242,2,102,WASHING POWDERS/LIQUIDS,80,PROCTER & GAMBLE,253
M2,23,T4230,9.5,1,9.5,GLUCOSE POWDER & TABLET,35,WIPRO CONS PRODS,349
M3,28,T4230,30,3,10,CHOCOLATE,17,NESTLE INDIA,221
M2,23,T4231,10,2,5,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M2,23,T4232,30,3,10,BISCUITS - CORE & NON CORE,12,MONDELEZ INTERNATIONAL,207
M3,28,T4232,46,1,46,BUTTER MARGR  (4/94),15,G C M M F,91
M2,23,T4233,10,1,10,SPICES (03/04),69,AACHI MASALA FOODS PVT LTD,4
M3,28,T4233,94,1,5,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,28,T4233,94,1,89,ANTISEPTIC LIQUIDS (4/97),7,RECKITT BENCKISER,267
M2,23,T4234,169.25,1,55,READY TO EAT,57,HINDUSTAN UNILEVER LIMITED,133
M2,23,T4234,169.25,1,45,BREAKFAST CEREALS,14,MARICO INDS,199
M2,23,T4234,169.25,2,10,READY TO EAT,57,HINDUSTAN UNILEVER LIMITED,133
M2,23,T4234,169.25,2,10,READY TO EAT,57,HINDUSTAN UNILEVER LIMITED,133
M2,23,T4234,169.25,1,9.75,READY TO EAT,57,HINDUSTAN UNILEVER LIMITED,133
M2,23,T4234,169.25,2,9.75,READY TO EAT,57,HINDUSTAN UNILEVER LIMITED,133
M3,28,T4234,385,1,40,TOOTH PASTES,75,PATANJALI AYURVED LTD,236
M3,28,T4234,385,1,40,SPICES (03/04),69,PATANJALI AYURVED LTD,236
M3,28,T4234,385,1,20,TOOTH PASTES,75,COLGATE-PALMOLIVE,61
M3,28,T4234,385,2,10,VERMICELLI & NOODLE,79,I T C,136
M3,28,T4234,385,1,265,BEVERAGES,11,GLAXO SMITHKLINE,106
M3,28,T4235,50,1,10,BISCUITS - CORE & NON CORE,12,I T C,136
M3,28,T4235,50,2,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,28,T4235,50,1,10,BISCUITS - CORE & NON CORE,12,I T C,136
M3,28,T4235,50,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M2,6,T4236,5,1,5,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M3,28,T4236,77,2,10,VERMICELLI & NOODLE,79,I T C,136
M3,28,T4236,77,1,22,ANTISEPTIC LIQUIDS (4/97),7,I T C,136
M3,28,T4236,77,1,35,RUBEFACIENT,59,EMAMI,80
M2,23,T4237,10,1,10,READY TO EAT,57,AGRO TECH FOODS,12
M3,28,T4237,37,1,37,HAIR DYES     (1/76),37,L'OREAL INDIA,181
M3,28,T4239,165,5,15,VERMICELLI & NOODLE,79,I T C,136
M3,28,T4239,165,3,30,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M1,4,T424,43,2,12,VERMICELLI & NOODLE,79,NESTLE INDIA,221
M1,4,T424,43,1,19,ALL IODISED SALT,4,TATA CHEM,316
M1,19,T424,15,1,15,HOME INSECTICIDES CTG  (8/93),40,SURYA PRODS,313
M2,1,T424,504,2,175,"FRAGRANCE-PERFUM,DEO & COLOGNE",34,VINI COSMETICS PVT LTD,341
M2,1,T424,504,4,10,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M2,1,T424,504,1,38,CHOCOLATE,17,MONDELEZ INTERNATIONAL,207
M2,1,T424,504,2,38,SANITARY NAPKINS,62,PROCTER & GAMBLE,253
M1,30,T424,228,1,20,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,30,T424,228,2,10,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M1,30,T424,228,3,46,BUTTER MARGR  (4/94),15,G C M M F,91
M1,30,T424,228,1,50,PACKAGED TEA,53,HINDUSTAN UNILEVER LIMITED,133
M2,23,T4240,19.5,2,9.75,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,28,T4240,20,1,20,TOOTH PASTES,75,DABUR,66
M2,23,T4241,170,1,150,SKIN CREAMS,67,VLCC PERSONAL CARE LTD,344
M2,23,T4241,170,1,20,BISCUITS - CORE & NON CORE,12,PARLE PRODS,234
M3,28,T4241,105,1,105,REFINED EDIBLE OILS-ALL PACKS,58,PATANJALI AYURVED LTD,236
M3,8,T4241,290,5,38,BUTTER MARGR  (4/94),15,ZYDUS WELLNESS LTD,354
M3,8,T4241,290,1,60,SPICES (03/04),69,V N THAKKAR,330
M3,8,T4241,290,2,20,ALL IODISED SALT,4,TATA CHEM,316
M2,23,T4242,30,1,30,HAIR DYES     (1/76),37,GODREJ CONSUMER PRODS,110
M3,28,T4242,1140,1,1140,BEVERAGES,11,ABBOTT HEALTHCARE LTD,5
M2,6,T4243,25,1,25,VERMICELLI & NOODLE,79,I T C,136
M2,23,T4243,19.75,1,9.75,SPICES (03/04),69,CAPITAL FOODS,52
M2,23,T4243,19.75,1,10,SPICES (03/04),69,CAPITAL FOODS,52
M2,23,T4244,30,1,30,SPICES (03/04),69,KPRA FOODS PVT LTD,172
M3,28,T4244,40,1,40,SPICES (03/04),69,PATANJALI AYURVED LTD,236
M2,23,T4245,47,1,25,SPICES (03/04),69,S NARENDRA KUMAR,281
M2,23,T4245,47,1,22,SPICES (03/04),69,TATA CHEM,316
M3,28,T4245,80,2,40,SANITARY NAPKINS,62,PROCTER & GAMBLE,253
M2,23,T4246,260,2,130,PACKAGED RICE (1/95),52,ADANI WILMAR,6
M3,28,T4246,50,1,50,SHOE POLISHES,66,RECKITT BENCKISER,267
M2,23,T4247,39,1,39,PACKAGED TEA,53,HASMUKHRAI & CO,124
M3,28,T4247,15,1,15,HOME INSECTICIDES CTG  (8/93),40,SURYA PRODS,313
M3,9,T4248,30,1,30,SALTY SNACKS (2/97),61,HALDIRAM,120
M2,23,T4249,19.5,2,9.75,CLEANERS - UTENSIL,22,HINDUSTAN UNILEVER LIMITED,133
M3,28,T4249,10,1,10,BISCUITS - CORE & NON CORE,12,BRITANNIA INDS,49
M1,4,T425,250.5,1,90,TOOTH PASTES,75,COLGATE-PALMOLIVE,61
M1,4,T425,250.5,1,26.5,TOILET SOAPS (04/00),73,AVA CHOLAYIL HEALTHCARE,28
M1,4,T425,250.5,1,134,WASHING POWDERS/LIQUIDS,80,PROCTER & GAMBLE,253
